0.5,30.00,4.50
0.55,30.00,4.50
0.6,30.00,4.50
0.65,29.87,4.48
0.7,30.00,4.50
0.75,30.75,4.61
0.8,32.00,4.80
0.85,34.05,5.10
0.9,36.03,5.41
0.95,36.71,5.51
1,38.01,5.70
1.05,41.95,6.29
1.1,47.01,7.05
1.15,52.32,7.85
1.2,58.00,8.70
1.25,63.71,9.56
1.3,70.03,10.51
1.35,77.71,11.66
1.4,86.00,12.90
1.45,94.12,14.12
1.5,103.00,15.45
1.55,112.60,16.88
1.6,125.10,18.76
1.65,145.70,21.85
1.7,165.90,24.88
1.75,175.50,26.33
1.8,185.10,27.76
1.85,203.10,30.46
1.9,225.60,33.83
1.95,251.60,37.74
2,280.40,42.06
2.05,309.60,46.43
2.1,342.60,51.40
2.15,385.10,57.77
2.2,428.80,64.33
2.25,462.10,69.31
2.3,500.90,75.14
2.35,562.70,84.41
2.4,631.90,94.80
2.45,698.90,105.00
2.5,763.50,1
2.55,816.80,123.00
2.6,875.60,131.00
2.65,958.40,144.00
2.7,1050.00,158.00
2.75,1140.00,172.00
2.8,1250.00,187.00
2.85,1350.00,202.00
2.9,1470.00,221.00
2.95,1650.00,247.00
3,1840.00,276.00
3.05,1990.00,299.00
3.1,2150.00,322.00
3.15,2320.00,348.00
3.2,2510.00,376.00
3.25,2710.00,407.00
3.3,2930.00,439.00
3.35,3170.00,476.00
3.4,3420.00,513.00
3.45,3700.00,555.00
3.5,4000.00,600.00
3.55,4320.00,648.00
3.6,4670.00,701.00
3.65,5050.00,758.00
3.7,5460.00,819.00
3.75,5900.00,885.00
3.8,6380.00,957.00
3.85,6890.00,1030.00
3.9,7450.00,1120.00
3.95,8060.00,1210.00
4,8710.00,1310.00
4.05,9410.00,1410.00
4.1,10200.00,1530.00
4.15,11000.00,1650.00
4.2,11900.00,1780.00
4.25,12900.00,1930.00
4.3,13900.00,2080.00
4.35,15000.00,2250.00
4.4,16200.00,2440.00
4.45,17500.00,2630.00
4.5,19000.00,2840.00
4.55,20500.00,3070.00
4.6,22100.00,3320.00
4.65,23900.00,3580.00
4.7,25800.00,3870.00
4.75,27800.00,4170.00
4.8,30000.00,4500.00
4.85,32300.00,4850.00
4.9,34800.00,5220.00
4.95,37500.00,5630.00
5,40400.00,6060.00
5.05,43500.00,6530.00
5.1,46900.00,7030.00
5.15,50400.00,7560.00
5.2,54300.00,8140.00
5.25,58300.00,8750.00
5.3,62700.00,9410.00
5.35,67400.00,10100.00
5.4,72500.00,10900.00
5.45,77800.00,11700.00
5.5,83600.00,12500.00
5.55,89800.00,13500.00
5.6,96400.00,14500.00
5.65,103000.00,15500.00
5.7,111000.00,16600.00
5.75,119000.00,17900.00
5.8,127000.00,19100.00
5.85,137000.00,20500.00
5.9,147000.00,22000.00
5.95,157000.00,23600.00
6,168000.00,25300.00
6.05,180000.00,27000.00
6.1,193000.00,29000.00
6.15,207000.00,31000.00
6.2,221000.00,33200.00
6.25,237000.00,35500.00
6.3,253000.00,38000.00
6.35,271000.00,40600.00
6.4,290000.00,43500.00
6.45,310000.00,46500.00
6.5,331000.00,49700.00
6.55,354000.00,53100.00
6.6,378000.00,56700.00
6.65,404000.00,60600.00
6.7,431000.00,64700.00
6.75,460000.00,69100.00
6.8,492000.00,73700.00
6.85,525000.00,78700.00
6.9,560000.00,84000.00
6.95,597000.00,89600.00
7,637000.00,95600.00
7.05,680000.00,102000.00
7.1,725000.00,109000.00
7.15,773000.00,116000.00
7.2,823000.00,124000.00
7.25,878000.00,132000.00
7.3,935000.00,140000.00
7.35,996000.00,149000.00
7.4,1070000.00,159000.00
7.45,1130000.00,169000.00
7.5,1200000.00,180000.00
7.55,1280000.00,192000.00
7.6,1360000.00,244000.00
7.65,1450000.00,218000.00
7.7,1540000.00,231000.00
7.75,1640000.00,246000.00
7.8,1750000.00,262000.00
7.85,1860000.00,278000.00
7.9,1970000.00,296000.00
7.95,2100000.00,315000.00
8,2230000.00,335000.00
8.05,2370000.00,356000.00
8.1,2520000.00,378000.00
8.15,2680000.00,401000.00
8.2,2840000.00,426000.00
8.25,3020000.00,453000.00
8.3,3210000.00,481000.00
8.35,3400000.00,510000.00
8.4,3610000.00,419000.00
8.45,3830000.00,7.51
8.5,4070000.00,610000.00
8.55,4320000.00,648000.00
8.6,4580000.00,687000.00
8.65,4860000.00,729000.00
8.7,5150000.00,773000.00
8.75,5460000.00,820000.00
8.8,5790000.00,869000.00
8.85,6140000.00,921000.00
8.9,6510000.00,977000.00
8.95,6900000.00,1040000.00
9,7310000.00,1100000.00
9.05,7750000.00,1160000.00
