3.14238,8.53231,1.706462
3.35222,21.04811,4.209622
3.50365,7.37126,1.474252
3.64635,8.70978,1.741956
3.82735,9.00064,1.800128
3.97224,20.08675,4.01735
4.11606,32.8007,6.56014
4.29525,20.06453,4.012906
4.40945,10.98045,2.19609
4.55477,27.70465,5.54093
4.71074,36.19134,7.238268
4.90416,32.34932,6.469864
5.20201,39.50344,7.900688
5.31672,24.99265,4.99853
5.62869,43.1282,8.62564
5.78339,38.98743,7.797486
5.97704,37.26111,7.452222
6.14623,53.21688,10.643376
6.4186,71.85609,14.371218
6.58845,124.05779,24.811558
6.88592,135.50107,27.100214
7.17082,163.63892,32.727784
7.37889,241.63389,48.326778
7.65022,241.40935,48.28187
7.779,213.43498,42.686996
7.93573,348.5136,69.70272
8.23328,389.25,77.85
8.40225,519.93798,103.987596
8.69972,567.89784,113.579568
8.92037,758.43127,151.686254
9.17966,979.4206,195.88412
9.45156,1156.75698,231.351396
9.9443,1929.24146,385.848292
10.24158,1992.87338,398.574676
10.41016,2380.95684,476.191368
10.63031,2750.49655,550.09931
10.87629,3177.10986,635.421972
11.00607,3754.19321,750.838642
11.25206,4336.48399,867.296798
11.44667,5477.68007,1095.536014
11.69285,6690.26533,1338.053066
11.99021,7066.86315,1413.37263
12.18466,8536.99754,1707.399508
12.39189,9862.43067,1972.486134
12.54732,11020.57734,2204.115468
12.74147,12176.48504,2435.297008
12.96165,14224.16006,2844.832012
13.14292,15893.09797,3178.619594
13.28562,18779.05446,3755.810892
13.47973,20518.52814,4103.705628
13.6352,23185.24543,4637.049086
13.8553,26486.59727,5297.319454
14.02384,31293.40897,6258.681794
14.24403,36555.90726,7311.181452
14.41245,41768.50623,8353.701246
14.64536,46143.32194,9228.664388
14.86543,52128.85876,10425.77175
15.03393,60905.96306,12181.19261
15.28007,73563.33051,14712.6661
15.51306,83102.00783,16620.40157
15.72029,96004.22018,19200.84404
15.90167,110919.4187,22183.88374
16.18653,132466.592,26493.31841
16.35492,149676.1591,29935.23183
16.52338,172937.4765,34587.49529
16.7824,206550.5468,41310.10936
16.97675,241306.7627,48261.35254
17.17097,272632.2996,54526.45993
17.39116,318479.8777,63695.97555
17.6761,388929.5999,77785.91997
