9.85156,2659.16254,1490.38062
10.11107,2828.20964,1488.95649
10.33372,3119.07505,1569.41661
10.63129,4135.76722,1685.59234
10.85556,6486.34091,2362.47584
11.11559,7701.17406,2574.80947
11.36154,6288.76955,1638.59022
11.63391,7467.64611,1963.9545
11.86928,8929.04823,2293.53844
12.16644,10841.84183,2433.53859
12.42477,8919.87398,2859.25907
12.57615,18069.58535,4509.83904
12.861,22098.92948,4923.4295
13.1077,21206.67814,5233.84333
13.32366,32652.06603,6586.5448
13.59071,29881.63413,5574.73981
13.86946,37127.86866,7463.34694
14.12659,36783.944,7916.79512
14.34342,43758.69816,6612.31748
14.59114,52393.53697,11696.73083
14.8492,63511.42043,12775.81056
15.07598,70217.98388,11604.88843
15.31338,83551.82145,19315.51975
15.63305,98904.10717,16971.31235
15.8598,108681.552,21785.9035
16.12807,129364.6437,27915.87762
16.37499,130523.3504,24386.72103
16.5702,123810.3388,17840.19039
16.84861,142952.6741,30807.46722
17.06581,184125.404,35741.66102
17.36468,207505.8999,35691.8995
17.62221,223954.1306,36860.3964
17.88018,266543.508,43978.94514
18.05603,328777.0009,66182.15694
18.31322,329738.5727,71155.00324
18.60245,427662.6659,79903.63484
