0.0,2.54,0.253
0.1,2.42,0.285
0.2,2.87,0.376
0.3,2.85,0.352
0.4,3.16,0.329
0.5,3.31,0.443
0.6,3.07,0.417
0.7,4.01,0.476
0.8,5.3,0.59
0.9,8.39,0.932
1.0,13.9,1.2
1.1,19.6,1.48
1.2,27.6,2.18
1.3,37.7,2.08
1.4,46.4,2.84
1.5,62.9,3.02
1.6,69.7,3.85
1.7,80.9,4.66
1.8,97.2,5.61
1.9,113.0,6.19
2.0,135.0,7.09
2.1,154.0,8.45
2.2,190.0,11.3
2.3,235.0,14.3
2.4,339.0,17.9
2.5,428.0,23.6
2.6,526.0,29.4
2.7,678.0,34.8
2.8,783.0,46.0
2.9,947.0,55.8
3.0,1110.0,67.1
3.1,1260.0,84.4
3.2,1510.0,112.0
3.3,1770.0,122.0
3.4,2290.0,150.0
3.5,2710.0,213.0
3.6,3180.0,228.0
3.7,3970.0,286.0
3.8,5150.0,356.0
3.9,6090.0,410.0
4.0,7320.0,552.0
4.1,8250.0,626.0
4.2,10200.0,764.0
4.3,12000.0,991.0
4.4,11500.0,1080.0
4.5,17200.0,1490.0
4.6,20200.0,1800.0
4.7,27200.0,2370.0
4.8,34200.0,3310.0
4.9,38700.0,4100.0
5.0,48200.0,5400.0
5.1,60300.0,6700.0
5.2,66200.0,7850.0
5.3,75100.0,11100.0
5.4,103000.0,13800.0
5.5,118000.0,16100.0
5.6,127000.0,22100.0
5.7,188000.0,30200.0
5.8,213000.0,37900.0
5.9,238000.0,50300.0
6.0,325000.0,70400.0
6.1,321000.0,93800.0
6.2,318000.0,129000.0
6.3,409000.0,144000.0
6.4,786000.0,284000.0
6.5,905000.0,368000.0
6.6,1150000.0,650000.0
