0.0,0.0103
0.12,0.0154
0.24,0.0233
0.36,0.0322
0.48,0.0364
0.6,0.0404
0.72,0.0623
0.84,0.0781
0.96,0.0934
1.08,0.112
1.2,0.147
1.32,0.188
1.44,0.223
1.56,0.244
1.68,0.334
1.8,0.393
1.92,0.444
2.04,0.534
2.16,0.695
2.28,0.932
2.4,1.16
2.52,1.49
2.64,1.87
2.76,2.07
2.88,3.31
3.0,4.02
3.12,5.75
3.24,6.47
3.36,7.99
3.48,10.3
3.6,13.1
3.72,16.6
3.84,22.7
3.96,26.1
4.08,32.2
4.2,41.4
4.32,51.2
4.44,50.4
4.56,64.0
4.68,94.8
4.8,114.0
4.92,118.0
5.04,178.0
5.16,191.0
5.28,233.0
5.4,263.0
5.52,322.0
5.64,444.0
5.76,551.0
5.88,603.0
6.0,905.0
6.12,995.0
6.24,1370.0
6.36,1520.0
6.48,2410.0
6.6,2740.0
6.72,3940.0
6.84,4940.0
6.96,7780.0
7.08,8890.0
7.2,15200.0
