-0.804,0.0,0.0
-0.644,0.0,0.0
-0.484,0.0,0.0
-0.324,0.138,0.0205
-0.164,0.843,0.055
-0.004,1.41,0.0588
0.156,0.672,0.0432
0.316,0.282,0.0283
0.476,0.13,0.0227
0.636,0.0869,0.0286
0.796,0.112,0.03
0.956,0.267,0.0631
1.116,1.6,0.146
1.276,2.45,0.253
1.436,3.08,0.339
1.596,2.63,0.278
1.756,4.75,0.443
1.916,9.12,0.909
2.076,18.4,1.85
2.236,27.9,2.74
2.396,23.0,2.64
2.556,20.3,2.62
2.716,33.9,3.97
2.876,50.1,6.31
3.036,38.0,5.74
3.196,43.3,6.79
3.356,71.1,12.1
3.516,96.8,15.5
3.676,130.0,22.2
3.836,144.0,26.0
3.996,196.0,37.6
4.156,203.0,42.1
4.316,290.0,62.9
4.476,360.0,81.5
4.636,390.0,89.1
4.796,501.0,155.0
