-0.885,0.0,0.0
-0.766,0.0,0.0
-0.647,0.0,0.0
-0.528,0.0,0.0
-0.408,0.0525,0.00937
-0.289,0.098,0.00505
-0.17,0.342,0.0112
-0.051,0.589,0.0178
0.068,0.463,0.0122
0.187,0.25,0.00944
0.306,0.29,0.0145
0.426,0.668,0.0259
0.545,2.02,0.0468
0.664,3.11,0.0544
0.783,2.11,0.0489
0.902,1.03,0.0355
1.021,1.29,0.0471
1.14,2.96,0.0765
1.26,5.87,0.107
1.379,8.74,0.163
1.498,9.8,0.194
1.617,7.89,0.176
1.736,6.99,0.186
1.855,9.91,0.263
1.974,21.1,0.399
2.094,33.4,0.558
2.213,37.0,0.722
2.332,38.1,0.872
2.451,49.6,1.07
2.57,70.4,1.54
2.689,98.6,1.77
2.808,130.0,2.35
2.928,147.0,3.14
3.047,169.0,3.63
3.166,200.0,4.02
3.285,276.0,5.61
3.404,347.0,6.3
3.523,405.0,8.61
3.642,501.0,11.3
3.762,648.0,14.3
3.881,833.0,17.7
4.0,1000.0,24.3
4.119,1190.0,30.5
4.238,1460.0,40.2
4.357,1810.0,42.0
4.476,2180.0,57.7
4.596,2610.0,68.7
4.715,3160.0,88.1
4.834,3850.0,122.0
4.953,4500.0,139.0
5.072,5470.0,184.0
5.191,6570.0,218.0
5.311,8340.0,322.0
5.43,10700.0,374.0
5.549,12900.0,439.0
5.668,15100.0,661.0
5.787,17000.0,681.0
5.906,19200.0,860.0
6.025,22900.0,1120.0
6.145,28800.0,1490.0
6.264,33000.0,1950.0
6.383,38700.0,2390.0
6.502,48800.0,3510.0
6.621,48900.0,5170.0
