0.106,0.0553,0.0109
0.221,0.536,0.113
0.337,0.482,0.138
0.452,1.09,0.2
0.568,1.65,0.275
0.683,1.07,0.246
0.798,0.746,0.243
0.914,1.61,0.331
1.029,2.56,0.444
1.145,4.17,0.659
1.26,6.02,0.918
1.375,8.0,1.06
1.491,10.4,1.27
1.606,15.1,1.55
1.722,18.6,1.89
1.837,22.0,2.56
1.952,35.1,3.33
2.068,51.2,4.25
2.183,67.9,5.23
2.299,82.0,7.05
2.414,94.8,7.22
2.529,123.0,9.1
2.645,161.0,10.1
2.76,242.0,14.2
2.876,289.0,20.2
2.991,369.0,23.2
3.106,455.0,29.7
3.222,609.0,39.3
3.337,722.0,46.9
3.453,894.0,59.9
3.568,1150.0,77.9
3.683,1450.0,99.9
3.799,1840.0,129.0
3.914,2350.0,191.0
4.03,3000.0,250.0
4.145,3640.0,297.0
4.26,4420.0,373.0
4.376,5750.0,523.0
4.491,7020.0,623.0
4.607,8640.0,802.0
4.722,10700.0,913.0
4.837,1290.0,
4.953,1490.0,
5.068,2250.0,
5.184,2980.0,
5.299,3910.0,
5.414,5430.0,
5.53,6390.0,
5.645,8160.0,
5.761,11700.0,
5.876,14800.0,
5.991,18300.0,
6.107,19600.0,
6.222,33600.0,
6.338,52200.0,
6.453,71900.0,
6.568,99900.0,
6.684,148000.0,
6.799,178000.0,
