0.05,14.5
0.15,95.4
0.25,170.0
0.35,179.0
0.45,315.0
0.55,430.0
0.65,613.0
0.75,817.0
0.85,1180.0
0.95,1040.0
1.05,1850.0
1.15,2070.0
1.25,2990.0
1.35,3960.0
1.45,5650.0
1.55,6800.0
1.65,8690.0
1.75,12900.0
1.85,15600.0
1.95,20200.0
2.05,23600.0
2.15,28000.0
2.25,29700.0
2.35,39600.0
2.45,55300.0
2.55,69000.0
2.65,78700.0
2.75,119000.0
2.85,162000.0
2.95,170000.0
3.05,188000.0
3.15,256000.0
3.25,278000.0
3.35,497000.0
3.45,564000.0
3.55,608000.0
3.65,758000.0
3.75,1010000.0
3.85,1400000.0
3.95,2350000.0
4.05,1600000.0
4.15,2610000.0
4.25,3360000.0
4.35,6030000.0
4.45,5790000.0
4.55,5410000.0
