-0.941,0.0,0.0
-0.818,0.0,0.0
-0.696,0.0,0.0
-0.573,0.0,0.0
-0.45,0.0,0.0
-0.327,0.16,0.00677
-0.204,0.328,0.0127
-0.082,0.718,0.0291
0.041,0.885,0.0328
0.164,0.732,0.0245
0.287,0.565,0.019
0.409,0.467,0.0169
0.532,0.409,0.0156
0.655,0.616,0.025
0.778,1.57,0.0479
0.901,2.79,0.0717
1.023,2.44,0.0604
1.146,1.57,0.0622
1.269,1.6,0.0607
1.392,2.54,0.0781
1.515,3.43,0.0915
1.637,4.17,0.11
1.76,4.58,0.131
1.883,3.59,0.116
2.006,3.47,0.112
2.128,4.72,0.147
2.251,5.81,0.168
2.374,7.29,0.189
2.497,10.9,0.267
2.62,11.5,0.261
2.742,11.4,0.268
2.865,14.8,0.345
2.988,16.9,0.35
3.111,17.8,0.379
3.233,17.2,0.321
3.356,20.3,0.357
3.479,25.7,0.465
3.602,28.8,0.475
3.725,31.3,0.548
3.847,30.8,0.612
3.97,34.1,0.79
4.093,38.3,0.916
4.216,41.6,1.01
4.338,51.3,1.28
4.461,67.4,1.5
4.584,76.3,1.92
4.707,89.7,2.27
4.83,107.0,2.87
4.952,125.0,3.38
5.075,136.0,3.79
5.198,138.0,4.09
5.321,145.0,4.89
5.443,156.0,4.68
5.566,173.0,5.87
5.689,195.0,6.75
5.812,229.0,7.49
5.935,255.0,8.74
6.057,277.0,10.4
6.18,316.0,10.6
6.303,349.0,13.1
6.426,388.0,15.1
6.548,434.0,16.6
6.671,488.0,24.7
6.794,586.0,27.0
6.917,617.0,27.4
7.04,694.0,31.7
7.162,799.0,39.6
7.285,876.0,41.6
7.408,1010.0,52.1
7.531,1220.0,71.8
7.653,1400.0,71.9
7.776,1550.0,87.2
7.899,1700.0,107.0
8.022,1830.0,122.0
8.145,2050.0,142.0
8.267,2630.0,206.0
8.39,2510.0,213.0
8.513,2880.0,300.0
8.636,2720.0,391.0
8.759,3220.0,554.0
8.881,5060.0,819.0
9.004,5500.0,1360.0
