-0.755,0.0,0.0
-0.655,0.0,0.0
-0.555,0.0,0.0
-0.455,0.0,0.0
-0.355,0.0,0.0
-0.255,0.0,0.0
-0.155,15.0,1.88
-0.055,44.4,2.33
0.045,62.3,3.15
0.145,61.2,3.16
0.245,65.1,3.27
0.345,78.5,3.81
0.445,94.1,4.99
0.545,59.1,5.12
0.645,60.5,6.09
0.745,59.7,5.3
0.845,58.7,6.86
0.945,72.6,8.83
1.045,144.0,13.3
1.145,230.0,13.8
1.245,316.0,21.8
1.345,339.0,24.8
1.445,409.0,26.1
1.545,579.0,45.7
1.645,638.0,49.3
1.745,789.0,51.1
1.845,995.0,58.5
1.945,1190.0,86.4
2.045,1230.0,101.0
2.145,1510.0,116.0
2.245,2000.0,149.0
2.345,2310.0,224.0
2.445,2550.0,238.0
2.545,2390.0,255.0
2.645,4110.0,370.0
2.745,4810.0,476.0
2.845,5210.0,551.0
2.945,6230.0,724.0
3.045,8690.0,1090.0
3.145,11800.0,1510.0
3.245,11800.0,1950.0
3.345,12200.0,3540.0
3.445,14500.0,7130.0
