-0.748,0.0,0.0
-0.624,0.0,0.0
-0.5,0.0,0.0
-0.376,0.0,0.0
-0.252,1.53,0.117
-0.128,4.14,0.258
-0.004,6.65,0.399
0.12,8.33,0.496
0.244,9.35,0.491
0.368,14.3,0.713
0.492,19.8,0.85
0.616,23.9,0.99
0.74,30.0,1.09
0.864,33.1,1.23
0.988,39.8,1.28
1.112,54.2,1.57
1.236,67.0,1.6
1.36,85.7,1.86
1.484,111.0,2.52
1.608,145.0,3.09
1.732,187.0,4.94
1.856,242.0,5.53
1.98,316.0,7.0
2.104,415.0,11.8
2.228,546.0,16.9
2.352,711.0,22.0
2.476,941.0,33.6
2.6,1290.0,49.3
2.724,1620.0,70.1
2.848,2100.0,98.0
2.972,2810.0,132.0
3.096,3630.0,181.0
3.22,4540.0,273.0
3.344,6030.0,351.0
3.468,7230.0,490.0
3.592,9450.0,637.0
3.716,13000.0,950.0
3.84,15500.0,1190.0
3.964,18500.0,1520.0
4.088,23500.0,2060.0
4.212,35800.0,3310.0
