0.025,17.5,13.6
0.125,50.2,11.7
0.225,58.1,14.7
0.325,66.5,21.8
0.425,128.0,22.3
0.525,130.0,30.9
0.625,143.0,39.2
0.725,163.0,42.5
0.825,234.0,52.8
0.925,533.0,64.4
1.025,676.0,88.0
1.125,575.0,96.2
1.225,756.0,120.0
1.325,1140.0,153.0
1.425,1350.0,195.0
1.525,1710.0,285.0
1.625,2420.0,363.0
1.725,2570.0,402.0
1.825,3810.0,551.0
1.925,5820.0,840.0
2.025,7850.0,1040.0
2.125,7950.0,1340.0
2.225,13300.0,1710.0
2.325,10800.0,2000.0
2.425,21500.0,2980.0
2.525,23300.0,3380.0
2.625,23700.0,4980.0
2.725,29800.0,5780.0
2.825,40200.0,8240.0
2.925,51500.0,11400.0
3.025,94600.0,17100.0
3.125,101000.0,20400.0
3.225,113000.0,29600.0
3.325,141000.0,45200.0
3.425,262000.0,74400.0
3.525,210000.0,82600.0
3.625,188000.0,146000.0
