0.0,3.58,0.147
0.12,5.89,0.174
0.24,7.37,0.196
0.36,7.21,0.264
0.48,6.37,0.251
0.6,6.98,0.298
0.72,8.26,0.364
0.84,13.0,0.416
0.96,17.3,0.507
1.08,19.9,0.588
1.2,18.6,0.689
1.32,15.8,0.756
1.44,16.2,0.928
1.56,22.9,1.07
1.68,36.9,1.51
1.8,63.4,1.91
1.92,93.8,2.3
2.04,125.0,3.23
2.16,167.0,4.1
2.28,211.0,5.0
2.4,259.0,6.07
2.52,331.0,8.86
2.64,405.0,11.2
2.76,495.0,14.2
2.88,574.0,20.3
3.0,679.0,23.4
3.12,883.0,33.8
3.24,1150.0,38.8
3.36,1440.0,49.2
3.48,1690.0,63.8
3.6,2190.0,82.3
3.72,2630.0,102.0
3.84,3180.0,131.0
3.96,4090.0,185.0
4.08,4770.0,232.0
4.2,6180.0,283.0
4.32,7000.0,332.0
4.44,9130.0,439.0
4.56,11700.0,590.0
4.68,15200.0,636.0
4.8,18900.0,1210.0
4.92,23500.0,1470.0
5.04,29000.0,2130.0
5.16,36400.0,2590.0
5.28,41600.0,4120.0
5.4,44500.0,5610.0
5.52,72100.0,8860.0
5.64,76700.0,13100.0
5.76,122000.0,18400.0
5.88,188000.0,26100.0
6.0,170000.0,42000.0
6.12,256000.0,69300.0
6.24,299000.0,89200.0
6.36,203000.0,116000.0
6.48,277000.0,182000.0
6.6,366000.0,252000.0
6.72,971000.0,581000.0
